,Movie_ID,Review,Rating,Rate
1413,1413," i was excited about the story because i thought about a perspective that was less of a fiction and more like a critic i should have read more reviews its good but i think it could be more focused on the reality and not that much on something so distant
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,7
1416,1416," great acting excellent dramaturgy very atmospheric visuals the crazy and very creepy plot is often mellowed out with funny lines
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,10
1417,1417," not much else to say but its definitely failed to be a hororr movie honestly its not scary at all so yeah
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,10
1418,1418," this film was the surprise of the year directorial debut of peele tight script visual clues in plan sight and wonderful performances all around i loved watching it and i love rewatching it
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,10
1419,1419," love the director but his movie not so much a solid  but was a little overly dramatic and predictable love how white people are depicted as the villains though hahahahaha not surprised by the way i am not white
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,7
1420,1420," original thriller great story and directing from peele even though it is a bit easy to guess pretty early on whats happening and what is coming next
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,10
1421,1421," i like the whole concept and themes which it tries to present even i liked the performances but i was expecting a bit more maybe because of the hype it got perhaps the film tries very hard to shove down the message down our throats and maybe thats why i didnt enjoy the thrill much and the climax for me was a bit dull black guy triumphs the white guy narrative seems too one dimensional for me its what i will want in real life but dont exactly expect in a thriller to be honest
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,5
1422,1422," superb movie ive seen so far unpreditable plots and twist good job🙌👏👏👏👍
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,7
1423,1423," people who are easily deceived by the good manners of their supposedly called significant other can be disaster if you give your full trust even less than five months of dating stage this is one of the lessons we shoud always remember you can give your trust to them but dont ever be deceived always think about the worst case scenarios at least you still got yourself to protect

and hey this movie includes racism so you better get ready for anything disturbances youll be shocked as to why they are doing this to them

if you got any chance get out



abe rates: ",positive,10
1425,1425," stellar performance by daniel kaluua  outstanding screenplay  direction by debutant jordan peele one of the best movie dont miss this masterpiece
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,5
1427,1427," woah i usually find horror movies boring and predictable but this one really scared me the pacing is just perfect the writing is amazing the direction is solid too
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,5
1428,1428," i honestly wish racism would disappear off the face of the earth the film constantly refers to the black and white issue when it really shouldnt matter anymore in this day and age films like this make the younger generation question a lot of things unnecessarily i initially did not want to watch this because of the racial theme but decided to watch it due to the media hype ok so ive seen it and it was actually better than expected but i wont watch it again racism films should not be made anymore

the film received over  nominations and won  seriously it was good but was it really that good 
 out of  found this helpful was this review helpful sign in to vote
permalink",negative,2
1429,1429," it wasnt exciting for me to watch it was boring to me
 out of  found this helpful was this review helpful sign in to vote
permalink",negative,4
1430,1430," humor suspense wit the premise is unique  the delivery is basically spotless i watched this movie in an attempt to reconcile the two wasted hours i spent watching daniel aronofskys trainwreck mother  afterwards i felt totally vindicated this film was riveting from start to finish it delivers on every promise it makes it keeps you guessing until the end its smart its satisfying its  easy
 out of  found this helpful was this review helpful sign in to vote
permalink",negative,2
1432,1432," begining to end you already know hows everything is going to turn is not that bad but is like if you are seing just another scary movie where the good guy wins
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,7
1434,1434," this movie manages to perfectly ride the line between having some great aspects and some really horrible ones at the same time the acting cinematography and music are immaculate throughout the movie but it cant resuscitate the plot and confusing theme

the tropes and cliches of the characters are so over the top during the first  that a theme of satire feels like its being presented but by the end under a barrage of underlying and overt social commentary it tries to demand you take them seriously in what feels like a campy predictable twist of events definitely not horror definitely not comical much more of a middle of the road thriller that is becomes easily forgettable with a glacially slow middle section nonsensensical beginning and a walkoffintothenight ending much of the dialogue was forgettable and almost felt comically forced at times the climax scenes considered horror werent anything special at all the only really great parts are the ones that obviously are a take on a black mirror episode

ultimately this movie comes across to me as a shell of an idea that they scripted and filled in voids with vapid social commentary and forced cliches i still think there could have been  different ways they could have made this into a great movie and i really wanted it to live up to the hype the heart of a great idea is there its just the execution and confusing plot beginning ending and tone that squanders it

what i keep noticing in movies coming out recently is a penchant for hitting you over the head with information and forcing how you should feel rather than building character theme and plot its really ineffective and lazy i guess i just prefer more subtle psychological horror like the shining or something like american history x where it doesnt forcibly spell out everything like we so much of in this twitter generation",positive,6
1435,1435," like the stepford wives but reframed with a new subjugated group if you want masterful suspense go and watch hitchcock or read ira levin do not watch this black paranoia flick with boring twist the characters are bland all the whities are portrayed as inexplicably evil the action is dull and crude in essence its been done before but much better
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,6
1437,1437," an offbeat horror film and satirical social commentary about race in america where the upper middle class liberals are the creepy villains and their political correctness is actually an overcompensation to mask the disturbing prejudices that lurk beneath the film takes a detour from the conventional formula of the paranoid communityconspiracy thriller but its ultimately just an update on the stepford wives with a racial twist

this is an assured debut from comedian jordan peele helped by an acutely ott hitchcockian score and some winning performances with particular noteworthy turns from bradley whitford who is perfectly cast as the overeager and sinister father and daniel kaluuya who balances that meet the parents awkward politeness with a jagged edge of paranoia there are many squirm in your seat moments  some of which are just the scenes where the thinlyveiled animosity and racial subtext bubble beneath the surface of the dialogue  and the unsettling atmosphere of the piece keeps you digesting in the dark underbelly of rich white suburbia right alongside kaluuyas protagonist

peele manages to keep the story taut for the first hour with heightened moments of almost comical tension leaving the viewer unsure as to when things will spill over into pure horror which it inevitably does and once all the cards are put on the table much of the tension deflates and the situations become more arch and silly from the weak comic relief sidekick subplot to the unnecessary expository villainy all subtly and nuance is suddenly jettisoned at the tap of a teaspoon and peele lowers the bar by overexplaining everything to his audience perhaps the only real sign of his inexperience as a cinematic storyteller

the other major problem with the film is that its too predictable in terms of its plot to fulfill the thriller criteria of shock and surprise there is never much doubt as to what is really happening and that takes away from the experience somewhat but get out is still a nervejangling tale for about an hour and change even though the third act is pure hokum the best way to look at this is as a very twisted guess whos coming to dinner for millennials",positive,8
1439,1439," as an horrorthriller movie it works pretty well it is very well shot very well acted but the whole story is made obvious way too soon to keep us scared by the whole setup said differently what is really going on is way too technical mundane in itself to keep the movie at the same level of anguish horror fantasy

i discussed it with a friend and he gave me a very good explanation of the subtext ie the social commentary most reviewers mistook the premise for a take on racism  while it is definitely about the appropriation of black culture

nobody is racist in this movie they just overtly envy blacks this is just the opposite sin the materialist stance that views other people as a way to enrich your life without giving something back this is not ugly racism this is only class egoism this would be the same with the same affluent wasps having a paternalistic behaviour with poor whites there are movies about this: rich bored guy goes out to have fun with simple peasants then goes back to his comfortable condo with a yearworth of shrink realization only here wasps have a very specific history of poaching on new frontiers and appropriating black culture

so yes despite its strengths and original premise get out covers too much territory from horror to thriller fantasy and social commentary my guess is the social commentary is lost for most except black people but it made for an eerie backdrop which all the same mesmerized most of the viewers",negative,3
1441,1441," my parents are not racist rose tells her boyfriend chris when shes planning to introduce him to her mum and dad shes not planning to tell them chris is black why should she theyre not racist

indeed her parents seem to be more worried about his smoking habit than about his skin colour but the fact remains that they employ two black servants who seem rather submissive and not very talkative

the first part of this film is a clever exploration of race relations chris feels that something strange is going on in the household of his girlfriends parents but he doesnt know what

only in the second half it becomes clear what is going on the movie changes radically: thriller and horror elements take over subtlety makes way for straightforward violence the viewer is treated to a series of bloody killings contrasting strongly with the sophisticated observations about race relations

this is a film with two faces: intelligent drama and bloody horror you could argue that its clever to combine both elements but its also the weak point viewers who dont like horror like me are disappointed by the bloody second half viewers who do will find the first part boring",positive,10
1444,1444," i dont see too many of these type of teen horror movies as they are rarely good or original

there have been a few original ideas that made good small films  it follows was a shining example but get out comes at things quite differently  being both political occasionally funny and appropriately weird

in the end you are presented with a cross between being john malkovich and the lobster with not quite enough developed material to pull it through the performances give it a little gravitas but the ambition tails off
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,10
1445,1445," i watched  get out  last night after waiting so long to see it but i have to say that it was so boring that i kept nodding off billed as a horror mystery with a hint of black comedy there was nothing scary about the movie i knew what was going to happen about  minutes into the movie  i didnt find anything remotely amusing in the movie what i will say about the movie is that it is very racist against white people  it tries to make out that all whites are closet racists which is basically the crutch of the movies storyline i did however know something about the movies storyline before viewing it so was expecting this but i didnt find out until after i had viewed the movie that it was directed by a black guy which shines a whole different light on the movie in my opinion as it makes it a racist commentary rather then interesting social commentary
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,5
1446,1446," i read the reviews of this movie and expected to see something different with just a matiz of racial commentary what i saw was literally black and white black guys good white guys bada very heavy handed approach by the afro american director the story line was super predictable and even included final shots where the white honey trap opening her eyes when apparently left dead on the road hardly original it was a bad movie with an overt antiwhite theme if it had been made the other way ie white guys being kidnapped and made into zombies by black guys it would have been laughed at and called racist but here i have seen commentaries saying the acting was academy award quality in summary if you want to see a bad movie about bad white people and good afroamericans then this is for you
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,7
1447,1447," my brother and i recently watched get out and we absolutely loved it i would highly recommend for horror movie fans

it may require a second viewing to pick up the crazy smart foreshadowing thats present within the film the whole concept of it was pretty terrifying and thats always a great thing for a horror movie

i wont say anything else because you should go ahead and watch get out but be wary of the last  minutes

last thing: kudos to jordan peele for making such an awesome departure from sketch comedy to horror
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,6
1448,1448," the social commentary the twists everything just had to come on here and give my review just so so smart and well thought out i watched it for the second time last night and it was nearly as good as the first the denouement sp was just as exciting and i noticed all the little details this time around this and us  really cemented peele as a stand out horrorthriller director
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,7
1449,1449," this film is quite effective as a horror movie i usually dont like the genre but i did enjoy this one everything is revealed slowly with good pacing and little hints here and there to add to the mystery the characters twists and scares never feel cheap as they do in more sensationalistic works the plot is not entirely original  i swear ive seen this in some old show like goosebumps or eerie indiana a long time ago  but the way its integrated into racial issues made it interesting
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,10
1450,1450," we have seen so many films about racism that we are trained to feel some tension even when we just see a couple of a black man and a white woman in a film get out very cleverly takes advantage of this tension to make it a suspenseful thriller film

the couple visits armitages house again we are trained to suspect there is something behind when we see a white family whose members are friendly to their daughters black boyfriend this suspicion is further encouraged by the excellent cinematography and music makes it a very compelling mystery

pretentiously praising black people is sometimes as disgusting as outright racism and thats what we see in the party scene a guest even says black is in fashion it is fascinating to see the rich and sophisticated old white people hiding some desire behind their friendly smile

although whats happening in the film is horrific and cruel i like how it remains somewhat comedic i think that is partly because of daniel kaluuyas acting which is emotionally restrained and goes along with the films cynical and humorous tone chris is a protagonist who observes things rather than a protagonist who reacts to things also i like rod as a clear comic relief who keeps the film from becoming too serious",positive,7
1451,1451," get out has a fascinating concept that lends itself to both good scares and powerful commentary its thoughtprovoking wellacted and artistic and leaves me excited to see what peele has in score for us next
 out of  found this helpful was this review helpful sign in to vote
permalink",negative,3
1452,1452," welcome to a world where you really can judge people by the color of their skin in case you forget which race is superior a character will be sure to inform you and the odd thing they all agree moving past this the film has other issues

i missed the hype just saw this on a recommendation its a well written adaptation of a less well known film skeleton key  unlike the original get out completely fails to be scary part of it is it fails to place us on the protagonist side washington is plenty sympathetic but he lacks that feeling of powerlessness that would make it horror

second it fails to even make it to noir when the films director is clearly on the protagonists side instead of murphys law ruling the twists things tend to happen which are conventient for washington to notice everything going on and be able to do something about it

i dont really have a third there are just little writing things that bugged me all the way through subtle details traits of his character profession etc fail to come into the fold as dominant story arc drivers and are more window dressing

that said the film has some genuinely creepy moments and outside of some extraneous outofsetting scenes with characters who have no narrative impact its mostly believable theres some definite guess whos coming to stepfordness to it all but theres not enough here to forgive it for fanning the flames of racism its an entertaining watch if you have nothing else to see and dont mind being ranted at about the peeles feelings of racial superiority",positive,5
1453,1453," i saw this when it first came out and thought it was absolute pants still do i wouldnt want to watch it again

weak and weird storyline and very predictable
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,10
1454,1454," and maybe fastforward the first  minutes you will be rewarded after another  minutes with an extremely satisfying ending thank me later
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,7
1455,1455," i quite enjoyed this film with a racial slant which was probably unnecessary however the director is tapping in to the sad divisions in the west at the moment which no doubt has boosted views and ratings

the film is quite weird throughout but enjoyable it has been popping up in top rated horrors when i am looking for a film to watch which essentially drew me to the film it in no way should be brought within a best horror film list however as i said the director played to the outrage crowd that will give it high ratings as they pander to the racial divisions of society

the story throughout is intiguing and keeps you watching to the end if you are not keen on classic films like videodrome it white worms lair you will not enjoy this i have done the hard work for you here and do not watch as parts of the film annoy younot as much as thise films though

if you are a movie fan you will want to see this as many will have enjoyed it and i have to say i did eventually it was a bit of a struggle at early points i have to say the young fella daniel kaluuya is brilliant in the role and his friend lil rel howery adds for some decent laughs regarding racial stereotypes

i gave the film  therefore give it a watch but do not make it a priotity watch",positive,10
1456,1456," this movie was pretty predictable unique yes entertaining not really i found myself dozing a few times in the theatre for me this wasnt the masterpiece it claimed to be i wouldnt watch it again but for a one time watch it was fine but easy to forget right when you leave the theatre
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,7
1457,1457," i thoroughly enjoyed this movie right to the end the movie plot was clear in the first  minutes so i was waiting for the climax and it was delivered well
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,7
1458,1458," massive holes in this script its too long and a veeeeery slow start

acting is incredible though and definitely worth a watch
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,10
1459,1459, in the film get out by the director jordan peele he uses different methods throughout the film that bring up the painful history of the racism in america the actual suspenseful effect that the film had was very powerful some parts of the movie made me feel like the actions that some of the characters were partaking in were happening to me this film is horrorsuspense based and it is centered by a interracial couple the african american male chris daniel kaluuya and the female rose allison williams the couple had been dating for over some months now and it was time for chris to meet roses parents get out takes you through a various ride of emotions almost feeling like i was connecting to some of the characters at times chris had previous worries about his race towards her parents once they arrived to her parents house and are a bit more settled in chris begins to feel more paranoid on what they are hiding from him as the film goes on in kind of turns into more of a horror film having all of the audience on the edge of their seats jordan peele uses such a unique way of truly attracting the audience to the film considering the music as well the swahili song that gets recognized throughout the whole film by being in the background keeps an ongoing eerie feeling that something bad is yet to come peele does an absolutely outstanding job showing the similarities between all the black characters in the movie at roses parents house in the film the acting is incredible it almost made me forget who the the actors were because they were playing the part of their characters so well one of my favorite parts in the movie shows how i was able to connect to some of the racial stereotypes chris was facing during a family party at roses parents house at some times jordan peele throws in some of his comedic sense of humor at some of the almost screeching horrific parts of the film get out brings up the sad and hurtful passed of racism but also it connects to the way chris feels when he is in the sunken place because he felt like he had no control over what was going on same with the racism in the past and how many african americans were being controlled this film also connects back to an older suspenseful like horror film called the shining jordan peele was very inspired by this movie because it gave get out more twisted clues at times that no one would notice until the second time they watch it from the beginning to the end of the movie peele has everyone on their toes horrified on whats to come a reference to another directorauthor that couldve been used to make this film wouldve been stephen king just because he makes horror films that include some comedic features that seep through during some of the more suspenseful parts of the film some ways jordan peele couldve made this movie more prestigious is if he hadnt had the funny black tsa character rod who is chriss friend stop out of the police car to save chris but instead have actual police officers step out while he is in the middle of trying to save himself from rose this change wouldve made the whole audience stand up in anger and start to yell at the characters to try and help them this will forever be one of my recent favorite horror films it gave me all the emotions one could have within an hour and forty five minutes until jordan peele comes out with another movie that matches this one it will be on the top of the scale in my mind and in the category of suspenseful films as well i am pretty positive the whole audience was pleased after watching this incredible film it was definitely worth the wait and seeing it in the theater get out is highly recommended to watch and then watch it again and notice the little things that show some of the hidden secrets that show what they are hiding at the end,positive,10
1460,1460," outstanding actors and filmography partially compensate the poor and quite predictable plot
 out of  found this helpful was this review helpful sign in to vote
permalink",negative,2
1462,1462," i was so bored and i wanted to watch a movie and i found this one i thought it would be good because i liked the plot a lot when i finished watching the movie i felt empty even though this movie won an oscar it didnt worth it there are way better movies than thisthe only good thing about this movie is that it is different while i was watching this movie i didnt felt afraid or terrified but i was waiting to see what is going to happen next  it made me think in conclusiondifferent type of movies i usually watch i would suggest this movie if you want to watch something different
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,10
1463,1463," interesting concept veryodd having said that it was wellacted and engaging i wont say more except: watch
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,10
1464,1464," excellent just excellent

was enjoying this movie to the max
 out of  found this helpful was this review helpful sign in to vote
permalink",negative,2
1465,1465," but it just wasnt my cup of tea i think a lot of white liberals and progressives are lying about what they thought of the film i say this as a white lefty who felt compelled to lie about what i thought when i first saw the film heres my honest opinion:

i think the only reason the film got so much attention was because of white guilt and atonement for the oscars neglect of black filmmakers and artists its really easy for white people to go to the film and sing its praises in order to show how woke they are but thats incredibly dishonest the film is cynical and stigmatizes interracial relationships its super manipulative the black characters are painted as helpless victims while the white people are all painted as evil villains this idea that people of color in interracial relationships are being entrapped by white people into interracial relationships is intellectually lazy

i did appreciate the satirizing of northern wasps who would have voted for obama a third time if they could have when i tell people im from the south i get enough looks of pity andor you dont have an accent comments to understand how insufferable these types of people can be jordan peele clearly seems to have a lot of experience with these sort of elite circles he grew up on the upper west side and went to sarah lawrence so i cant really knock him for writing a film about what he knows

but films should be evaluated on the strength of their writing and the acting not because they are serving to assuage peoples white guilt or as an antidote to hollywoods overwhelming whiteness there have been plenty of great black films directors actors and actresses that are light years better than what we are presented with in get out",negative,3
1466,1466," great direction great performances but come on the story is horrible even for a mystery movie it´s crap this movie only represents the current psychosis the african american people still have about the red necks the oscar nomination is only to cover the inclusion due they have year by year that´s it for me the academy has lost all their reputation nominating this crap i´ll never follow academy nominations to look for good movies the same was last year with la la land  moonlight
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,5
1468,1468," it was enjoyable it is a horror and a comedy too most importantly it was bizarre i mean when you imagine yourself in the same situation and you can think see through the whole thing while the main actor cant then its wrong

the only reason this movie got oscar nominations because is because the main actor is black and the director is black thats all they dont deserve it by any means it is a comedy where cops dont give a dn about a missing person and they laugh at you where a cop cant talk seriously

also if you walk on the street and someone is looking at you from the other side you can somehow just feel and you will turn there this happens all the time with every single person on earth there are like  and the main actor doesnt notice anything beside that the black fellas are acting weirdly what

i would rather give oscar for paranormal activity than this in the same genre",positive,6
1469,1469," so its date number two we go out for a dog walk and then i take her back to my place she looks superb and even changes into something a little more comfortable when she arrives neither of us like horror films but we tried this film out turns out the only horror related thing in this film was that it was horrorble was it even meant to be scary or was it a comedy i recall  moments where my heart sped up but it was clearly down to the fajitas i had made at the interval acting was average purpose was still unknown the highlight was bramble my dog cuddling in between us  and that costs nothing if you are thinking of watching this movie youre better off going down to bq and buying a £ pot of paint painting a wall and then watching it dry that will be a more entertaining evening than watching this atrocious film and youd save money my date actually left and drove  miles northeast to get as far away from this film as possible so would i recommend this movie to a friend yes but only if i had just found out that that friend had hooked up with my woman but even then i would feel that punishment it too severe if i dont get a third date i will be suing the makers of the movie for damages although the memories will never fade
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,6
1471,1471," just saw this after cnn or bbc mentioned it as one of the winners of  the story is nothing new: the main character visits some place where the people are not what they seem turns out these people take good care of their visitors it reminds me a bit of the bodysnatchers the stepford wives and some other s movies with the same theme the result: its not scary the story is predictable frankly its boring i guess there is some political message in there but who cares its still boring
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,9
1472,1472," this movie is supposed to be a suspense film it spends more time making white people look like the devil than it does issuing any real suspense or terror everything can be seen coming a mile away a lady stirs her tea in front of you and your hypnotized really white people get together to hold secret auctions of black people a brain surgeon and psychiatrist just happen to be married so they can wreak their havoc on black people i didnt get creeped out or scared the entire movie kind of boring actually literally no real scares in this movie i dont know what they were going for here but it just doesnt work nothing meshed
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,8
1478,1478," ok so this is a horror film which is not a genre i normally entertain and i would probably have never seen it if friends had not taken me but this is a horror film which is as smart as it is scary featuring a clever plot with some sharp twists a political satire on liberal views of race and even some humour made on a tiny budget of m the movie has been a spectacular success earning over m at the box office

get out is the directorial debut of africanamerican jordan peele who also wrote the script and who is an actor and comedian as well as a filmmaker following an opening sequence which is only explained at the end we join black chris daniel kaluuya and his white girlfriend rose allison williams on a trip to meet her parents whom we are told are obamasupporting liberals so what could possibly go wrong the title hints that plenty could  and it does in a work that could have been called except the title has already been used there will be blood
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,5
1479,1479," its fairly rare these days that a horror movie gets the kind of critical praise that it receives and get out which marks the directorial debut of jordan peele has managed to somehow pull off just that this having been said peele has called his movie a social thriller but lets face facts its a horror movie and a rather mediocre one at that starring daniel kaluuya who incidentally i previously know from his role as tealeaf in the cult british horrorcomedy tv series psychoville the film centres around a young black man who goes to meet the affluent parents of his white girlfriend upon meeting the potential husband to be finds something unsettling about the unnatural friendliness of the father and as the day progresses he begins to learn some disturbing truths by which time it might already be too late

although a tad rough around the edges which i could forgive that being that this was the directorial debut of jordan peele who also wrote the screenplay it still however gets off to a strong start and theres an intriguing setup with a potent air of mystery and a quiet unease which is palpably felt early on it also easy to see shades of ira levins the stepford wives and kevin smiths red state where i think its fairly safe to say peele was influenced by serving as a satirical allegory very much in a similar vein of the stepford wives of post racial tensions in the us any sharp observations it attempts to make end up playing second fiddle to its horror movie elements and even then when those start to come to the fore the movie lacks any real tension i simply didnt feel as if i was on the edge of my seat quite like i was supposed to be

the occasional humorous moments with the lead characters best friend doesnt really gel with the whole tone of the movie and it really beings to lose it in the final third where it descends in to sloppily handled cliché ridden fodder worse yet the family are so aloof and cold within the context of how the story plays out to the point that its laughable add to this a tacked on denouement which given that there was an alternate original ending and its more than apparent that its being clumsily shoehorned in

despite all this there are some some wonderful performances with both bradley whitford and catherine keener being unnervingly cleancut and buttoned down parents with stephen root also on top form the standout however is daniel kaluuya who makes for a likable and charismatic protagonist who manages to understatedly invoke the sense of paranoia and threat that he feels sadly although not terrible he really deserved better to work with in terms with than what feels like something of a wasted opportunity as social commentaries go it just doesnt hold entirely together well as it should although to be fair this is not the worst attempt at melding social commentary with the horror genre with director brian yuznas awful  effort society taking the number one spot this is the citizen kane of horror movies in comparison",positive,10
1480,1480," get out is great thriller i wouldnt call it a horror as it wasnt really scary to me and i thought the aim was more to tell an interesting story which it did the oppressive atmosphere and varied characters really makes this film one to remember
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,5
1481,1481," excellent acting intense plot

the characters are evils as far as it goes
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,10
1482,1482," its like body snatchers meets the people under the stairs
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,7
1483,1483," good start middle bit boring and predictable end rubbish
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,10
1485,1485," this film pulled me in from the beginning and took me through a rollercoaster of emotion there are so few films that speak to me as a person of color the way this film does it was refreshing to see a story that speaks to plight of black men in this country done so masterfully if you have not seen this yet i highly recommend it
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,10
1486,1486," very interesting concept and for a low budget film it exceeds most expectations acting is terrific i must say and the cult really has you on the edge of the seat couple of twists that really shock you

well worth a watch

highly rate
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,10
1487,1487," jordan peele worked on the screenplay for years and it shows superbly constructed with every moment and line of dialogue counting one of my favorite films of the last few years
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,5
1490,1490,"   was decent but not my favorite oscar nominee or horror movie
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,6
1491,1491," great atmosphere marred by a ton of plotholes and general lack of logic
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,8
1492,1492," this movie stars a african american thats going whith his white girl freinds house i wish this movie could turn alittle more realistic with the hole hypnotism and stuff but this movie comes bith a great conclusion and how they tell the story slow and steady but with the movie was longer but it is good
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,10
1493,1493," wow is what i have to say suspenseful and thrilling had me on the edge of my seat during the entire movie i enjoyed it very much im giving it a rating of a ten one of my favorite movies
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,10
1494,1494," a measured and endearing enough beginning as a couple proceed to meet the parents the fact that she is white the family wealthy and he is black shouldnt make any difference should it he is aprehensive and we understand and to some extent share his concerns especially as she seems not to have any similar concerns this is where we are already sensing something is wrong but when things turn weird at the house we rather relax into the notion that this is going to be a horror story maybe based on the guys paranoia well this goes way beyond that into society and stepford wives territory but always with an element of race this becomes more and more pronounced until the film is about little else and the audience is set up to cheer the death count of the white folk allison williams is a real discovery and will surely go on to greater things and the director too clearly has skills but that chip on his shoulder and a liking for racial humour may hold him back
 out of  found this helpful was this review helpful sign in to vote
permalink",negative,3
1495,1495," good movie but not amazing its like if a twilight zone episode you like with a goofy sci fi plot got turned into a movie
 out of  found this helpful was this review helpful sign in to vote
permalink",negative,4
1498,1498," movie is quiet good and it s great alsoit was great suspense in the beginning and even in the whole movie has a great drama and suspense but in the end it is not like that it had been shown in the beginning

end was something likei was expecting more drama and thrill but in the end it was just good and aware scene you knowjust finished it easy like it was going been easy but as it had been shown in the beginning all that drama and thrilling but in the end it is not as it was supposed to begreat acting by daniel kaluuya i loved his acting and it was quiet best kinda moviethoughand it was new story you knowsomething you have never heard and watched this story
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,6
1500,1500," but i am all over the place on this one i know there is probably a deeper meaning to the movie than what i got for it i was tired when i watched it  am usually pretty perceptive however this one must have went right over my head because i did not catch any hidden messages or deeper meanings maybe i have to watch it a second time maybe i have to pay more attention but it is hard to believe there is not something i am missing when get out has the mood  atmosphere it has whatever the reason i expected more than what was there it is possible i just had my hopes up too far having said that i still give it a good  :  i did feel like it was leading to something that it never really got to if they did a continuance maybe it would redeem the last hour for me do not get me wrong i usually love it when i think it is going in one direction  takes a complete turn  surprises me this however did not work out that way
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,9
1501,1501," is a good movie but is best if u are black its not a comment racist is  if u arent u can fell like one guy get problems get or will get in live  but is good lesson of live  :
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,10
1502,1502," it scares me especially when i got to know the truth
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,8
1504,1504," wow i can summarize this film without any reference to racism original horror creative writing etc by saying its simply another version of hollywood overhype how the public takes this below average crap and runs with it is beyond me i can imagine with the unreal deluge of sequels trilogy and remakes that original writing is at a premium but it doesnt mean you have to settle for nonsense and label it an achievement go back and watch your favorite horror movie again for the th time dont waste a st on the overhyped
 out of  found this helpful was this review helpful sign in to vote
permalink",negative,4
1506,1506," i know im a little a late on watching but dude this was so epic loved the sense of humor mixed in with some horror kinda creepy but was a great film perhaps a part  i wish
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,10
1507,1507," get out is an instant classic i had no idea what i was getting into when sitting down to watch this but i was interested to see what jordan peele had in store i love horror films that try not to focus on the scary aspects rather they will focus on the overall ambiance of the film setting up events that will happen later on i also want to point out that the movie has its fair share of humor and it really works get out is amazingly made
 out of  found this helpful was this review helpful sign in to vote
permalink",positive,10
